"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1","Compromise","across","aisle","yields","2","good","policies,","says","@JasonBordoff—free","trade","in","oil","&amp;","support","for","clean","energy:","@FT","https://t.co/0eWhZzXZtg",NA
"2","RT","@GlacierHub:","What","does","the","","#ParisAgreement","mean","for","glaciers?","@GlacierHub","offers","an","analysis","https://t.co/lC1eRaYmhL","","#COP21",NA,NA,NA
"3","Shang-Jin","Wei","discusses","shift","of","supply","chains","from","#China:","@GlobalAutoInd","https://t.co/VRVn1DRmSs",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",".","@kaushikcbasu","of","@WorldBank","offers","a","primer","on","@JosephEStiglitz","'s","theories","on","sticky","prices:","@ProSyn","https://t.co/goOvsx0n0g",NA,NA,NA,NA
"5","Citing","@benjamindean","MIA","'14,","SIPA","fellow,","on","cybersecurity:","@OliverHotham","https://t.co/6BZe2E0OrU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","Scott","Barrett","says","Global","Consensus","on","Climate","Change","Is","a","Good","Start:","@YaleGlobal","https://t.co/bEgkxNhn0H",NA,NA,NA,NA,NA,NA
"7","Sachs","calls","#COP21","agreement","a","triumph","of","diplomacy","and","gets","into","the","weeds","on","a","few","details:","@BrianLehrer","(AUDIO)","https://t.co/AWE6uvWyNM"
"8","Mari","Pangestu","joined","a","panel","that","discussed","the","case","for","expanded","economic","cooperation","in","Asia:","@AsiaSociety","(VIDEO)","https://t.co/l7ttKXU8cx",NA,NA
"9","Sachs","calls","#COP21","agreement","a","triumph","of","diplomacy","and","gets","into","the","weeds","on","a","few","details:","@BrianLehrer","(AUDIO)","https://t.co/AWE6uvWyNM"
"10","Facebook","has","tweaked","its","'real","name'","policy;","Peter","Micek","comments:","@motherboard","https://t.co/4xRtf7OQI0",NA,NA,NA,NA,NA,NA,NA,NA
"11","SIPA's","@Claudiadreifus","interviews","geneticist","Evelyn","M.","Witkin:","@nytimes","https://t.co/nQ0KxUBihR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","On","#COP21,","described","by","@JeffDSachs","as","“diplomatic","triumph”:","@NewYorker","https://t.co/BTL5Gq9YSm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","The","once-proud","ambitions","of","#Brazil","and","#Venezuela","now","seem","delusional,","writes","Christopher","Sabatini:","@ForeignPolicy","https://t.co/NkhAaw6cK4",NA,NA,NA,NA,NA
"14","Christopher","Sabatini","spoke","with","@CNN","about","Argentina's","economic","troubles","and","election","of","a","new","president:","(VIDEO)","https://t.co/7R5HHhjsd6",NA,NA,NA
"15","Profiling","Anthony","Guerbidjian","MIA","'16","and","NaTakallam","tutoring","program","that","employs","Syrian","refugees:","@agbu","https://t.co/F4XbBwR5T6",NA,NA,NA,NA,NA
"16","[italiano]","Yasmine","Ergas","writes","about","Italy's","heated","debate","over","surrogacy","and","adoption:","@pagina_99","https://t.co/uUFTzbC6ux",NA,NA,NA,NA,NA,NA
"17","Solid","waste","management","remains","a","challenge","for","large","urban","areas","worldwide,","writes","@StevenACohen:","@HuffPostGreen","https://t.co/ax6U09ugcz",NA,NA,NA,NA,NA
"18","The","Sad","Death","of","the","Latin","American","Left:","@ChrisSabatini","writes","in","@ForeignPolicy","https://t.co/NkhAaw6cK4",NA,NA,NA,NA,NA,NA,NA
"19","Prof.","Wojciech","Kopczuk","is","cited","in","@ForeignAffairs","Does","Inequality","Matter?","https://t.co/B2dDlPSIvZ","#economics","#inequality","#politics",NA,NA,NA,NA,NA,NA
"20","MT","@KristenGrennan:","Earlier","this","week","our","@ColumbiaSIPA","class","visited","@hrw","HQ","to","discuss","#HumanRights","&amp;","#advocacy!","https://t.co/CyY7DlAo28",NA,NA,NA
"21",".@JeffDSachs","writes","for","@FT:","Let's","hail","the","Paris","#ClimateChange","agreement","and","get","to","work!","https://t.co/qoXqdxVwJC","#cop21","#paristalks",NA,NA,NA
"22","RT","@JasonBordoff:","Why","is","#COP21","deal","so","important?","@ColumbiaUEnergy's","David","Sandalow","explains","on","@CNN","https://t.co/VtAq63zIGC",NA,NA,NA,NA,NA
"23","“Capital","markets","will","be","the","main","driver”","for","action","on","climate,","says","@JeffDSachs:","@Environment_New","https://t.co/u99pJh9tFC",NA,NA,NA,NA,NA
"24","Despite","falling","prices,","#OPEC","will","increase","oil","production;","@JasonBordoff","comments:","@Marketplace","(w/","audio)","https://t.co/TwXobBfWQ4",NA,NA,NA,NA,NA,NA
"25","Prof","@StevenACohen","joins","@scifri","to","discuss","#COP21:","Will","#ParisTalks","Lead","to","a","Better,","Binding","#Climate","Agreement?","https://t.co/IGZvaz0v4o",NA,NA,NA
"26",".@TIMEWorld","cites","@ColumbiaUEnergy","Report","on","the","impact","of","the","decline","in","#oil","prices","on","#Venezuelan","https://t.co/hmaM3pnM7y","@OilandEnergy",NA,NA,NA
"27","Timely","interview:","U.S.","Energy","Secretary","@ErnestMoniz","discusses","energy","innovation","w/","David","Sandalow:","@ColumbiaUEnergy","https://t.co/9YtxXMMEjX",NA,NA,NA,NA,NA,NA
"28","Reflections","on","the","centre","left","in","two","continents—Europe","and","Latin","America—by","@AndresVelasco:","@policynetwork","https://t.co/2RqXkn4xvB",NA,NA,NA,NA,NA,NA
"29","Diversity","makes","you","brighter,","writes","SIPA","prof","David","Stark","https://t.co/qsoB3laLbH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","U.S.","needs","to","invest","more","in","#energy","innovation,","says","@reidhoffman","(citing","@JasonBordoff):","@LinkedIn","https://t.co/zn1CbAdnY7",NA,NA,NA,NA,NA,NA
"31","Ester","Fuchs","says","Sheldon","Silver","conviction","reveals","a","structural","problem","in","New","York","State","politics:","@NYJewishWeek","https://t.co/qcJB1Xq0TN",NA,NA,NA
"32","Scott","Barrett:","Let's","hope","what","happens","in","Paris,","won't","stay","in","Paris","https://t.co/Ptr8Bdt5xM",NA,NA,NA,NA,NA,NA,NA
"33","Speeches","won't","defeat","ISIS.","So","what","now?","@prchovanec","asks","@POTUS","https://t.co/Y1Id5aG8xC",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Check","out","the","@ColumbiaUEnergy","podcast","for","an","interview","w/","Antoine","Halff,","fmr","Chief","#Oil","Analyst","at","the","@IEA","https://t.co/eIQAFf4x94","#energy"
"35","On","climate","change","and","#Syria—Shahrzad","Mohtadi","MIA","'15","discusses","recent","comments","by","Prince","Charles:","@FortuneMagazine","https://t.co/q5qqfzt01K",NA,NA,NA,NA
"36",".@JosephEStiglitz","advocates","for","carbon","tax;","has","greater","potential","to","combat","global","warming","than","any","other","policy","https://t.co/n5N7E025Cl",NA,NA,NA
"37",".@cwcalomiris","offers","ways","for","@HillaryClinton","to","rein","in","Wall","Street","without","hurting","Main","Street","https://t.co/nfMKsLmCwJ",NA,NA,NA,NA,NA
"38","This","election","is","a","real","barometer","for","how","#Maduro's","government","has","been","doing,","Prof","@ChrisSabatini","@CNN","https://t.co/nkgLPk0T7b","#Venezuela",NA,NA
"39","I","want","to","understand","the","mechanics","of","climate","impacts","without","passion","and","bias,","says","Justin","Mankin,","MPA-ESP","’10","https://t.co/fKBXtOUAie",NA
"40","Watch","scholar","@Jason_Healey","in","12/9","discussion","of","#cybersecurity","threat","landscape","for","2016:","@CSMPasscode","(VIDEO)","https://t.co/Gh3gr5dfjV",NA,NA,NA,NA,NA
"41","How","do","you","solve","a","problem","like","#Putin?","Watch","@KimberlyMarten","discuss","during","@CFR_org","and","@HBO","panel","https://t.co/AO8fDsC8zM",NA,NA,NA
"42",".@JeffDSachs","discusses","politics","of","#climatechange","in","the","U.S.:","@business","(VIDEO)","https://t.co/roI7HmQMLO","","#cop21","#sustainability","#energy",NA,NA,NA,NA,NA
"43","Another","terrorist","attack","would","likely","hasten","legislation","to","limit","cellphone","encryption,","says","@Jason_Healey:","@IBTimes","https://t.co/JQWCaTaLYC",NA,NA,NA,NA,NA
"44","*Watch","now*","SIPA","and","CU","Libraries","mark","completion","of","David","N.","Dinkins","Archives","with","panel","discussion:","(VIDEO)","https://t.co/OPeQDTNXqt",NA,NA
"45","When","you","see","bigotry","or","racism—say","something,","writes","@taylordibbert","MIA","'11:","@HuffPostPol","https://t.co/TixII4CY2g",NA,NA,NA,NA,NA,NA,NA
"46","inequality","is","a","choice","that","we","make","as","a","nation","with","the","rules","we","create,","writes","@JosephEStiglitz:","@BostonGlobe","https://t.co/iSfBzg3UBb",NA
"47","Diversity","actually","makes","us","smarter—citing","research","by","David","Stark:","@qz","https://t.co/DFLdWG677l",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Citing","Vishakha","Desai","on","dowry","practices","in","#India:","@MicNews","https://t.co/ikyqqnh16o",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Diplomacy","isn't","binary,","says","@Jason_Healey","regarding","#China","and","#cyberespionage:","@CSMPasscode","https://t.co/VdmDeUZLc8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Eric","Olson","says","U.S.","military","must","adapt","to","combat","terrorism,","engage","in","other","gray","wars:","@DefenseOne","https://t.co/2yXm5EKO77",NA,NA,NA
"51","MT","@LatAmLENS:","Great","@CalSunday","piece","on","migration","in","southern","#Mexico","by","my","SIPA","amigo","@JesseAlejandro","MIA","'13","https://t.co/3MJ2UnViDr",NA,NA
"52","Here's","a","photo","to","accompany","the","Moniz-Sandlow","interview:","https://t.co/UAwxxlmZdt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Timely","interview:","U.S.","Energy","Secretary","@ErnestMoniz","discusses","energy","innovation","w/","David","Sandalow:","@ColumbiaUEnergy","https://t.co/VRfeSUdwP0",NA,NA,NA,NA,NA,NA
"54","MT","@Claudiadreifus:","Semester","officially","over","for","my","@ColumbiaSIPA","","students.","","Am","going","to","miss","this","group.",NA,NA,NA
"55","[Last","night]","MT","@elainekubik:","Great","talk","w/","Goldin,","Flinn","&amp;","Stiglitz","on","Career","&amp;","Family:","Collision","or","Confluence?","https://t.co/KUJcgt0u6u",NA
"56","What","would","constitute","success","at","the","Paris","climate","talks?","Scott","Barrett","writes","at","@PBS","@NewsHour:","https://t.co/bFe4iyi3Zc",NA,NA,NA,NA
"57","Watch","live,","6","p.m.:","Career","and","Family:","Collision","or","Confluence?","w/","Claudia","Goldin,","Chris","Flinn,","@JosephEStiglitz:","https://t.co/FQzAQn9Pav",NA,NA,NA
"58","Allison","Walker,","MIA","'16,","explains","why","she","chose","the","master's","in","#internationalaffairs","program:","https://t.co/iHyPDcaLiu",NA,NA,NA,NA,NA,NA
"59","MT","@awichowski:","Smart,","witty","piece","by","my","student","@LeeTomson","about","rhetoric","on","#Trump:","@HuffingtonPost","https://t.co/6deW7u90uT",NA,NA,NA,NA,NA
"60","Watch","live,","6","p.m.:","Career","and","Family:","Collision","or","Confluence?","w/","Claudia","Goldin,","Chris","Flinn,","@JosephEStiglitz:","https://t.co/TpTp5GsKLw",NA,NA,NA
"61","Interested","in","data","science","and","analytics?","CU's","new","series","of","online","courses","starts","Dec.","14:","https://t.co/PNgm1emEu9",NA,NA,NA,NA
"62","MT","@nycsuperman","Christoper","Reeve","MIA","'12:","On","insecurity,","economic","chaos,","and","brain","drain","in","#Venezuela:","@WorldPolicy","https://t.co/oSal04wGCZ",NA,NA,NA
"63",".","@World_Wildlife","Fund","and","@earthinstitute","will","collaborate","to","use","climate","change","info","in","conservation","efforts:","https://t.co/HR0qhsEb2B",NA,NA,NA,NA
"64","Ester","Fuchs","says","Sheldon","Silver","conviction","reveals","a","structural","problem","in","New","York","State","politics:","@NYJewishWeek","https://t.co/D44HHfojFE",NA,NA,NA
"65","Learn","what","really","surprised","Eloy","Oliveira,","MPA","'16,","about","the","master's","in","#publicadministration","program:","https://t.co/0lZ0nDTfZ8",NA,NA,NA,NA,NA
"66","Watch","scholar","@Jason_Healey","in","12/9","discussion","of","#cybersecurity","threat","landscape","for","2016:","@CSMPasscode","(VIDEO)","https://t.co/UaiI6K27us",NA,NA,NA,NA,NA
"67","Scott","Barrett:","Let's","hope","what","happens","in","Paris,","won't","stay","in","Paris","https://t.co/Y9n4E9qkdp",NA,NA,NA,NA,NA,NA,NA
"68","Diversity","makes","you","brighter,","writes","SIPA","prof","David","Stark","https://t.co/Pc7lFOoPpG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",".@JosephEStiglitz","advocates","for","carbon","tax;","has","greater","potential","to","combat","global","warming","than","any","other","policy","https://t.co/VlyR3L9K7e",NA,NA,NA
"70","I","want","to","understand","the","mechanics","of","climate","impacts","without","passion","and","bias,","says","Justin","Mankin,","MPA-ESP","’10","https://t.co/ePjduDNtKg",NA
"71",".@TIMEWorld","cites","@ColumbiaUEnergy","Report","on","the","impact","of","the","decline","in","#oil","prices","on","#Venezuelan","https://t.co/hmaM3pnM7y","@OilandEnergy",NA,NA,NA
"72",".@cwcalomiris","offers","ways","for","@HillaryClinton","to","rein","in","Wall","Street","without","hurting","Main","Street","https://t.co/SsRhdNyNdj",NA,NA,NA,NA,NA
"73","Future","globalization","favor","investment","over","trade,","which","could","mean","big","things","for","#China,","says","Marcos","Troyjo","https://t.co/URToAWmICB",NA,NA,NA
"74","*WATCH","LIVE","NOW!!*","@Jason_Healey","talks","global","#cyber","threat","for","2016","@ACScowcroft","@CSMPasscode","https://t.co/EattnSKJGP",NA,NA,NA,NA,NA,NA,NA
"75","*LIVE","IN","15","MIN*","@Jason_Healey","discusses","the","cybersecurity","landscape","for","2016","w/","@ACScowcroft","and","@CSMPasscode","https://t.co/jEoQXiyr78",NA,NA,NA,NA
"76","How","do","you","solve","a","problem","like","#Putin?","Watch","@KimberlyMarten","discuss","during","@CFR_org","and","@HBO","panel","https://t.co/MOH3VNGrTZ",NA,NA,NA
"77","Check","out","Columbia","students'","Hult","Prize","presentations","this","THURSDAY;","it's","the","Nobel","Prize","for","students!","https://t.co/vaqJrbkTkK",NA,NA,NA,NA
"78","RT","@gozturkeri:","SIPA","delegation","visited","@IEA","to","talk","world","energy","outlook,","climate","report,","&amp;","INDCs","#CUatCOP21","#COP21","https://t.co/JUNoqJVPNg",NA,NA
"79","“Capital","markets","will","be","the","main","driver”","for","action","on","climate,","says","@JeffDSachs:","@Environment_New","","https://t.co/HreiqowDSY",NA,NA,NA,NA
"80","US","#Energy","Outlook:","A","conversation","with","US","@eiagov","administrator","Adam","Sieminski","on","the","@ColumbiaUEnergy","podcast:","https://t.co/TirhQuSll7",NA,NA,NA,NA
"81","U.S.","needs","to","invest","more","in","#energy","innovation,","says","@reidhoffman","(citing","@JasonBordoff):","@LinkedIn","https://t.co/Pvs5NJ3JTb",NA,NA,NA,NA,NA,NA
"82","Watch","live,","4","p.m.","today—Scholar","@Jason_Healey","joins","panel","on","cybersecurity","threat","landscape","for","2016:","@CSMPasscode","https://t.co/UaiI6K27us",NA,NA,NA,NA
"83","Check","out","the","@ColumbiaUEnergy","podcast","for","an","interview","w/","Antoine","Halff,","fmr","Chief","#Oil","Analyst","at","the","@IEA","https://t.co/UQecez7LrK","#energy"
"84","Hult","Prize","judges","this","Thursday","include","managers","from","@Rockefeller_Fdn","@ashoka","@Bloomberg","@accion_global","and","@gilt","https://t.co/oX4RmTAWZa",NA,NA,NA,NA,NA
"85","Please","join","me","in","taking","the","Fahrenheit","Pledge,","says","@ColumbiaUEnergy","fellow","David","Sandalow","https://t.co/KW859TZQLK",NA,NA,NA,NA,NA,NA
"86","Speeches","won't","defeat","ISIS.","So","what","now?","@prchovanec","asks","@POTUS","https://t.co/dBA9390c5C",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",".","@JeffDSachs","comments","on","#COP21","as","participants","pedal","toward","a","climate","deal","https://t.co/fl2geLKGgv",NA,NA,NA,NA,NA,NA,NA
"88","Scott","Barrett","points","out","that","US","acting","first","on","#climate","could","induce","other","countries","to","change","polluting","ways","https://t.co/pURkkTXACD",NA
"89","At","#COP21,","SIPA's","@bsorlove","met","w/","delegations","from","Kyrgyzstan","and","Tajikistan","about","glaciers.","An","excellent","start.","https://t.co/mKh40WHOG8",NA,NA,NA
"90","What's","next","for","#Argentina's","leadership?","María","Victoria","Murillo","discussed","recent","election","w/","@ASCOA","panel:","(VIDEO)","https://t.co/4d96bB9dBv",NA,NA,NA,NA
"91","MT","@linzslote:","Thanks","to","@Columbia_Biz","+","SIPA,","I'm","seeing","up","close","","that","#COP21","is","almost","as","insanely","complex","as"
"92","Prof","@StevenACohen","joins","@scifri","to","discuss","#COP21:","Will","#ParisTalks","Lead","to","a","Better,","Binding","#Climate","Agreement?","https://t.co/nT80xbICE9",NA,NA,NA
"93","What","would","YOU","do","with","$1mn","to","change","the","world?","See","Columbia","student's","@HultPrize","ideas","to","make","change:","https://t.co/iQXSurgHdg",NA
"94","President","Bollinger","writes","that","the","U.S.","Supreme","Court","must","support","the","goal","of","a","racially","integrated","society:","@TIME","https://t.co/2wry1tNCQ8",NA
"95","The","@hultprize","@Columbia","presentations","are","being","held","THIS","THURSDAY!","More","info","about","the","even","here:","https://t.co/weNvGYnYB0","#startup",NA,NA,NA
"96","Great","feature","on","SIPA","Prof","and","fmr","Ambassador","William","Luers","in","@HamiltonCollege","Alumni","Review:","https://t.co/0KsQCmnKZt","#diplomacy",NA,NA,NA,NA
"97","This","election","is","a","real","barometer","for","how","#Maduro's","government","has","been","doing,","Prof","@ChrisSabatini","@CNN","https://t.co/hCZe0GZbEp","#Venezuela",NA,NA
"98","Prof.","","@SSestanovich","writes","for","the","@WSJ","on","Joe","Biden’s","Mission","in","#Ukraine","https://t.co/ecDd6Kd4H1",NA,NA,NA,NA,NA,NA
"99",".","@NYGovCuomo","is","quietly","but","methodically","implementing","a","green","revolution,","writes","@StevenACohen:","@HuffPostGreen","https://t.co/ZZBjsUerc8",NA,NA,NA,NA,NA,NA
"100","[español]","@JeffDSachs","on","#geoengineering,","translated:","@AP","https://t.co/NMuo1yzoLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Is","#geoengineering","a","possibility","if","climate","talks","fail?","@JeffDSachs","says","option","is","very,","very","unattractive:","@AP","https://t.co/zAUvAaNCnr",NA,NA,NA
"102","Impressive","career,","great","story—@HamiltonCollege","Alumni","Review","profiles","Ambassador","(and","SIPA","prof)","William","Luers:","https://t.co/GTuEhIxBYN",NA,NA,NA,NA,NA,NA
"103","On","climate","change","and","#Syria—Shahrzad","Mohtadi","","MIA","'15","discusses","recent","comments","by","Prince","Charles:","@FortuneMagazine","https://t.co/1JznWtOF4f",NA,NA,NA
"104","RT","@gozturkeri:","SIPA","students","engaging","with","European","counterparts","at","@studentenergy","event","in","Paris","#CUatCOP21","#COP21","https://t.co/DGxslq5QhY",NA,NA,NA,NA
"105","RT","@gozturkeri:","SIPA","students","met","@JerryBrownGov","Thank","you","Governor","for","your","environmental","leadership!","#CUatCOP21","https://t.co/bVPnc5Ch0H",NA,NA,NA,NA,NA
"106","RT","@gozturkeri:","@ColumbiaSIPA","Delegation","helping","transform","energy","#transformenergy","#CUatCOP21","https://t.co/NTiJ47G0zD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Previous","tweet,","from","left:","David","Sandalow","of","@ColumbiaUEnergy,","Michael","Gerrard","of","@ColumbiaLaw,","SIPA's","Travis","Bradford","and","Scott","Barrett",NA,NA
"108","RT","@PrometheusNYC:","The","Columbia","Climate","A-Team","in","Paris","#CUatCOP21","@ColumbiaSIPA","@ColumbiaClimate","@ColumbiaUEnergy","https://t.co/pWMyTd4Fee",NA,NA,NA,NA,NA,NA,NA
"109","World's","mayors","are","officials","who","will","truly","implement","action","on","climate,","says","@JeffDSachs:","@WBUR","(w/","audio)","https://t.co/6pG1wWkJqN","#COP21",NA,NA
"110","Despite","falling","prices,","#OPEC","will","increase","oil","production;","@JasonBordoff","comments:","@Marketplace","(w/","audio)","https://t.co/rh9cGPtW3t",NA,NA,NA,NA,NA,NA
"111",".@JeffDSachs","discusses","politics","of","#climatechange","in","the","U.S.:","@business","(VIDEO)","https://t.co/rRLuNQEpXy","#cop21","#sustainability","#energy",NA,NA,NA,NA,NA,NA
"112","Reflections","on","the","centre","left","in","two","continents—Europe","and","Latin","America—by","@AndresVelasco:","@policynetwork","https://t.co/lgJ5vRhEqu",NA,NA,NA,NA,NA,NA
"113","If","#China","truly","caught","perpetrators","of","#OPMhack,","it","would","be","a","historic","arrest,","says","@Jason_Healey:","@washingtonpost","https://t.co/osKKOcyteX",NA,NA,NA
"114","Why","2","degrees","Celsius","is","#climatechange’s","magic","number:","Scott","Barrett","visits","@PBS","@NewsHour:","(VIDEO)","https://t.co/5hItqThGOL","#COP21",NA,NA,NA,NA
"115","Prof.","Glenn","Denning","looks","back","on","his","work","to","restore","#farming","in","Cambodia","after","Killing","Fields:","@ricetoday","https://t.co/ySSoZmg87v","#agro",NA
"116","Prof.","@Jason_Healey","says","economic","benefits","of","#Internet","still","outweigh","losses:","@SteptoeLLP","https://t.co/eoLZJxNo64","#cybersecurity",NA,NA,NA,NA,NA,NA,NA
"117",".@latimes","cites","@ColumbiaUEnergy","study—lifting","crude","#oil","export","ban","would","boost","U.S.","production,","lower","#gas","prices","https://t.co/zAsgS1YJ3N",NA,NA,NA,NA
"118","There","are","reasons","to","be","optimistic","about","possibility","of","a","good","outcome","from","#COP21,","writes","Prof.","John","Mutter:","https://t.co/SHyKPu4yLy",NA
"119","Is","exclusion","from","the","labor","market","radicalizing","Muslims","in","Belgium?","Chris","Blattman","discusses:","@voxdotcom","https://t.co/l6516uxBQr","","@cblatts",NA,NA,NA
"120","Considering","#Paris","talks,","@nytimes","shares","insights","from","faculty","members","@JasonBordoff","and","@GernotWagner:","https://t.co/FPyIwHZtT8","#COP21",NA,NA,NA,NA,NA,NA
"121","Keynote","panel:","Measures","of","#Justice:","Impact","Assessment,","Outcome","Metrics,","&amp;","Empirical","Analysis","#HDConf15","#conflict","https://t.co/rCo9YmWD78",NA,NA,NA,NA,NA
"122","Agreement","on","climate","is","needed","to","stop","countries","from","free-riding","on","others’","efforts,","writes","@JeffDSachs:","@FT","https://t.co/8xHOwBR3WW","#COP21",NA,NA
"123","#Gender","&amp;","the","Memory","of","Trauma","panel","at","the","Politics","of","Memory","Conf.","#HDConf15","#transitionaljustice","#peace","#history","https://t.co/P9DOp0f7ki",NA,NA
"124","Scott","Barrett","discusses","game","theory","&amp;","#climatechange","negotiations","in","interview","w/","@Claudiadreifus:","https://t.co/QhuF9eOHep","#COP21",NA,NA,NA,NA,NA,NA
"125","Texbooks","&amp;","the","Role","of","#Education","in","Remembering","Violent","Pasts","on","#Bosnia","#NorthernIreland","#France","&amp;","#Croatia","https://t.co/yQfkzSLoa8",NA,NA,NA
"126","What's","the","Special","Drawing","Rights","basket","all","about?","@prchovanec","answers","on","@bbcworldservice","podcast","https://t.co/JgTboFm6Yv",NA,NA,NA,NA,NA,NA
"127","Legal","Processes","&amp;","the","Limitations","on","Dealing","with","the","Past","presentations","at","the","Politics","of","Memory","Conf","#hdconf15","https://t.co/uiLwYP6kWk",NA
"128",".@APanagariya","says","costs","of","cleaning","up","pollution","should","be","borne","by","those","who","caused","it:","@washingtonpost","https://t.co/hKkKWmhsXu","#COP21",NA,NA
"129",".@JeffDSachs","comments","on","how","Earth","has","changed","since","since","last","world","deal","on","climate:","@washingtonpost","https://t.co/dmRT5JHVBG","#COP21",NA,NA,NA
"130","Is","Saudi","Arabia","concerned","about","realignment","of","power","in","Middle","East?","@JasonBordoff","comments:","@CNNMoney","(text)","https://t.co/wwEjXAGIkS",NA,NA,NA,NA
"131","Bhagwati","&amp;","Stiglitz","argue","proliferation","of","trade","agreements","lead","to","spaghetti","bowl","of","regulations:","@ForeignAffairs","https://t.co/HeFQlXjTrP",NA,NA,NA,NA
"132","The","Perplexing","Case","of","the","Three","Vladimir","Putins,","by","@SSestanovich:","@WSJ","Washington","Wire","https://t.co/NpkAq0P9cP",NA,NA,NA,NA,NA,NA
"133","This","story","citing","a","@ColumbiaUEnergy","study","on","the","oil","export","ban","is","getting","wide","play:","@latimes","https://t.co/mvrG1CZkW3",NA,NA,NA
"134","Oxford","Handbook","of","Africa","and","Economics","features","contributions","from","@JosephEStiglitz,","@JeffDSachs:","https://t.co/o7EXvKhsNx",NA,NA,NA,NA,NA,NA,NA,NA
"135","(español)","Election","in","Venezuela","opens","door","to","cooperation","between","legislative","and","executive,","says","M.V.","Murillo:","@AFP","https://t.co/S6EfMOWvlj",NA,NA,NA
"136","Students","preparing","for","the","SIPA","#Consulting","Club's","annual","#PublicPolicy","Case","Competition,","sponsored","by","@Deloitte!","https://t.co/sVQjZgxNUu",NA,NA,NA,NA,NA
"137","To","expand","opportunity,","presidential","campaigns","should","pay","interns;","@agrenell","MPA","'15","makes","the","case:","@washingtonpost","https://t.co/7UaxvSk1JN",NA,NA,NA,NA
"138","As","Yale","plans","new","academic","center,","Gary","Okihiro","discusses","nature","of","ethnic","studies:","@yaledailynews","","https://t.co/kXxhfTtrT6",NA,NA,NA,NA
"139","Adam","Scher","MIA","'13,","IF","'13","asks,","How","do","we","get","more","alpha","males","to","lean-in?","Guest","column","@ForeignPolicy","https://t.co/GuN6gGzzUw"
"140",".","@JeffDSachs","discusses","politics","of","climate","change","in","the","U.S.:","@business","(VIDEO)","https://t.co/yUA8L6Lk7W",NA,NA,NA,NA,NA,NA,NA
"141","SIPA","last","night:","Columbia","celebrates","completion","of","David","N.","Dinkins","Archives","honoring","former","mayor:","@ColumbiaSpec","https://t.co/E4PyOEARWo",NA,NA,NA,NA
"142","RT","@jasonbordoff:","I","discuss","what's","expected","at","[today's]","#OPEC","meeting","on","All","Things","Considered:","@NPR","(AUDIO)","https://t.co/7AUzpeuXg8",NA,NA,NA
"143","MT","@JasonBordoff:","Good","read:","OPEC’s","policy","challenge","in","age","of","shale","oil—","@ColumbiaUEnergy","commentary","by","A.","Halff","https://t.co/lmmUGWGhkd",NA,NA
"144","Reflections","on","the","centre","left","in","two","continents—Europe","and","Latin","America—by","@AndresVelasco:","@policynetwork","https://t.co/Pqx3LYtiet",NA,NA,NA,NA,NA,NA
"145","If","China","truly","caught","perpetrators","of","OPM","hack,","it","would","be","a","historic","arrest,","says","@Jason_Healey:","@washingtonpost","https://t.co/I3jttEPXIA",NA,NA
"146","David","Sandalow","of","@ColumbiaUEnergy","discusses","source","of","presidential","authority","to","take","action","on","climate:","@NPR","https://t.co/Dqa3agRWG8",NA,NA,NA,NA
"147","Why","2","degrees","Celsius","is","climate","change’s","magic","number:","Scott","Barrett","visits","@PBS","@NewsHour:","(VIDEO)","","https://t.co/6woVOSnLY2",NA,NA,NA
"148","RT","@ColumbiaMPA_ESP:","Just","over","a","month","left","to","apply","to","our","1","year","#MPA","program","for","next","fall!","Details","here"
"149","Must","read:","Glenn","Denning","looks","back","on","his","work","to","restore","farming","in","Cambodia","after","Killing","Fields:","@ricetoday","https://t.co/prWUFKFxup",NA
"150","In","Cyberlaw","podcast","interview,","@Jason_Healey","says","economic","benefits","of","Internet","still","outweigh","losses:","@SteptoeLLP","https://t.co/eoLZJxNo64",NA,NA,NA,NA,NA
"151","Citing","@ColumbiaUEnergy","study—lifting","crude","oil","export","ban","would","boost","U.S.","production,","lower","gas","prices:","@latimes","https://t.co/mvrG1CZkW3",NA,NA,NA,NA
"152","There","are","reasons","to","be","optimistic","about","possibility","of","a","good","outcome","from","#COP21,","writes","John","Mutter:","https://t.co/IzFh111eaH",NA,NA
"153","Is","exclusion","from","the","labor","market","radicalizing","Muslims","in","Belgium?","Chris","Blattman","discusses:","@voxdotcom","https://t.co/pzDB6LxfHa","@cblatts",NA,NA,NA,NA
